id,taman_nasional,nama_taman_nasional,wilayah,taksonomi,genus,spesies,nama_ilmiah,nama_inggris,kualitas,durasi,lokasi,latitude,longitude,perekam,url_halaman,url_audio,file_path_lokal,status,isolated_file_path,role
873307,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Mecopoda,elongata,Mecopoda elongata,,B,2:10,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/873307,https://xeno-canto.org/873307/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Mecopoda_elongata\XC873307_Mecopoda_elongata.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873307_Mecopoda_elongata.mp3,open_set_unknown_query
873301,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Mecopoda,elongata,Mecopoda elongata,,B,3:08,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/873301,https://xeno-canto.org/873301/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Mecopoda_elongata\XC873301_Mecopoda_elongata.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873301_Mecopoda_elongata.mp3,open_set_unknown_query
874313,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Sacculiphallus,punctatus,Sacculiphallus punctatus,,B,4:50,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874313,https://xeno-canto.org/874313/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Sacculiphallus_punctatus\XC874313_Sacculiphallus_punctatus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874313_Sacculiphallus_punctatus.mp3,open_set_unknown_query
874312,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Sacculiphallus,punctatus,Sacculiphallus punctatus,,B,2:00,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874312,https://xeno-canto.org/874312/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Sacculiphallus_punctatus\XC874312_Sacculiphallus_punctatus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874312_Sacculiphallus_punctatus.mp3,open_set_unknown_query
874311,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Sacculiphallus,punctatus,Sacculiphallus punctatus,,B,6:09,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874311,https://xeno-canto.org/874311/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Sacculiphallus_punctatus\XC874311_Sacculiphallus_punctatus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874311_Sacculiphallus_punctatus.mp3,open_set_unknown_query
873508,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Sacculiphallus,punctatus,Sacculiphallus punctatus,,B,4:50,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/873508,https://xeno-canto.org/873508/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Sacculiphallus_punctatus\XC873508_Sacculiphallus_punctatus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873508_Sacculiphallus_punctatus.mp3,open_set_unknown_query
873507,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Sacculiphallus,punctatus,Sacculiphallus punctatus,,B,2:00,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/873507,https://xeno-canto.org/873507/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Sacculiphallus_punctatus\XC873507_Sacculiphallus_punctatus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873507_Sacculiphallus_punctatus.mp3,open_set_unknown_query
874455,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Velarifictorus,aspersus,Velarifictorus aspersus,,B,0:09,"North Sumatra, Hutar Padang",2.7833,99.25,S. Ingrisch,https://xeno-canto.org/874455,https://xeno-canto.org/874455/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Velarifictorus_aspersus\XC874455_Velarifictorus_aspersus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874455_Velarifictorus_aspersus.mp3,open_set_unknown_query
874454,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Velarifictorus,aspersus,Velarifictorus aspersus,,B,0:09,"North Sumatra, Hutar Padang",2.7833,99.25,S. Ingrisch,https://xeno-canto.org/874454,https://xeno-canto.org/874454/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Velarifictorus_aspersus\XC874454_Velarifictorus_aspersus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874454_Velarifictorus_aspersus.mp3,open_set_unknown_query
874453,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Velarifictorus,aspersus,Velarifictorus aspersus,,B,0:17,"North Sumatra, Hutar Padang",2.7833,99.25,S. Ingrisch,https://xeno-canto.org/874453,https://xeno-canto.org/874453/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Velarifictorus_aspersus\XC874453_Velarifictorus_aspersus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874453_Velarifictorus_aspersus.mp3,open_set_unknown_query
874444,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Velarifictorus,aspersus,Velarifictorus aspersus,,B,2:02,"North Sumatra, Hutar Padang",2.7833,99.25,S. Ingrisch,https://xeno-canto.org/874444,https://xeno-canto.org/874444/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Velarifictorus_aspersus\XC874444_Velarifictorus_aspersus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874444_Velarifictorus_aspersus.mp3,open_set_unknown_query
873650,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Velarifictorus,aspersus,Velarifictorus aspersus,,B,0:09,"North Sumatra, Hutar Padang",2.7833,99.25,S. Ingrisch,https://xeno-canto.org/873650,https://xeno-canto.org/873650/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Velarifictorus_aspersus\XC873650_Velarifictorus_aspersus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873650_Velarifictorus_aspersus.mp3,open_set_unknown_query
874159,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Nisitrus,insignis,Nisitrus insignis,,B,1:04,"North Sumatra, Pematang Siantar - Prapat, Hutan Penelitian",2.7833,98.9167,S. Ingrisch,https://xeno-canto.org/874159,https://xeno-canto.org/874159/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Nisitrus_insignis\XC874159_Nisitrus_insignis.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874159_Nisitrus_insignis.mp3,open_set_unknown_query
873355,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Nisitrus,insignis,Nisitrus insignis,,B,1:04,"North Sumatra, Pematang Siantar - Prapat, Hutan Penelitian",2.7833,98.9167,S. Ingrisch,https://xeno-canto.org/873355,https://xeno-canto.org/873355/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Nisitrus_insignis\XC873355_Nisitrus_insignis.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873355_Nisitrus_insignis.mp3,open_set_unknown_query
874330,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Tarbinskiellus,portentosus,Tarbinskiellus portentosus,,B,0:20,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/874330,https://xeno-canto.org/874330/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Tarbinskiellus_portentosus\XC874330_Tarbinskiellus_portentosus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874330_Tarbinskiellus_portentosus.mp3,open_set_unknown_query
874329,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Tarbinskiellus,portentosus,Tarbinskiellus portentosus,,B,0:20,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/874329,https://xeno-canto.org/874329/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Tarbinskiellus_portentosus\XC874329_Tarbinskiellus_portentosus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874329_Tarbinskiellus_portentosus.mp3,open_set_unknown_query
874325,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Tarbinskiellus,portentosus,Tarbinskiellus portentosus,,B,1:29,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/874325,https://xeno-canto.org/874325/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Tarbinskiellus_portentosus\XC874325_Tarbinskiellus_portentosus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874325_Tarbinskiellus_portentosus.mp3,open_set_unknown_query
873525,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Tarbinskiellus,portentosus,Tarbinskiellus portentosus,,B,0:20,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/873525,https://xeno-canto.org/873525/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Tarbinskiellus_portentosus\XC873525_Tarbinskiellus_portentosus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873525_Tarbinskiellus_portentosus.mp3,open_set_unknown_query
873524,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Tarbinskiellus,portentosus,Tarbinskiellus portentosus,,B,0:20,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/873524,https://xeno-canto.org/873524/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Tarbinskiellus_portentosus\XC873524_Tarbinskiellus_portentosus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873524_Tarbinskiellus_portentosus.mp3,open_set_unknown_query
874134,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Micrornebius,maninjau,Micrornebius maninjau,,B,0:29,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874134,https://xeno-canto.org/874134/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Micrornebius_maninjau\XC874134_Micrornebius_maninjau.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874134_Micrornebius_maninjau.mp3,open_set_unknown_query
874133,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Micrornebius,maninjau,Micrornebius maninjau,,B,0:05,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874133,https://xeno-canto.org/874133/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Micrornebius_maninjau\XC874133_Micrornebius_maninjau.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874133_Micrornebius_maninjau.mp3,open_set_unknown_query
874132,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Micrornebius,maninjau,Micrornebius maninjau,,B,0:31,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874132,https://xeno-canto.org/874132/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Micrornebius_maninjau\XC874132_Micrornebius_maninjau.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874132_Micrornebius_maninjau.mp3,open_set_unknown_query
874131,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Micrornebius,maninjau,Micrornebius maninjau,,B,0:50,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874131,https://xeno-canto.org/874131/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Micrornebius_maninjau\XC874131_Micrornebius_maninjau.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874131_Micrornebius_maninjau.mp3,open_set_unknown_query
874130,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Micrornebius,maninjau,Micrornebius maninjau,,B,1:30,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874130,https://xeno-canto.org/874130/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Micrornebius_maninjau\XC874130_Micrornebius_maninjau.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874130_Micrornebius_maninjau.mp3,open_set_unknown_query
873563,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Teleogryllus,mitratus,Teleogryllus mitratus,,A,0:20,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/873563,https://xeno-canto.org/873563/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Teleogryllus_mitratus\XC873563_Teleogryllus_mitratus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873563_Teleogryllus_mitratus.mp3,open_set_unknown_query
874369,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Teleogryllus,mitratus,Teleogryllus mitratus,,B,0:20,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/874369,https://xeno-canto.org/874369/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Teleogryllus_mitratus\XC874369_Teleogryllus_mitratus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874369_Teleogryllus_mitratus.mp3,open_set_unknown_query
874368,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Teleogryllus,mitratus,Teleogryllus mitratus,,B,0:20,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/874368,https://xeno-canto.org/874368/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Teleogryllus_mitratus\XC874368_Teleogryllus_mitratus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874368_Teleogryllus_mitratus.mp3,open_set_unknown_query
874339,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Teleogryllus,mitratus,Teleogryllus mitratus,,B,1:31,"North Sumatra, NW. Siabu",1.05,99.4333,S. Ingrisch,https://xeno-canto.org/874339,https://xeno-canto.org/874339/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Teleogryllus_mitratus\XC874339_Teleogryllus_mitratus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874339_Teleogryllus_mitratus.mp3,open_set_unknown_query
874338,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Teleogryllus,mitratus,Teleogryllus mitratus,,B,1:52,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/874338,https://xeno-canto.org/874338/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Teleogryllus_mitratus\XC874338_Teleogryllus_mitratus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874338_Teleogryllus_mitratus.mp3,open_set_unknown_query
964166,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Land_Mammals,Macaca,fascicularis,Macaca fascicularis,Long-tailed Macaque,A,0:37,"JIMMY BLACK CAMP, Padang City, West Sumatra",-0.7993,100.429,Daan Drukker,https://xeno-canto.org/964166,https://xeno-canto.org/964166/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Land_Mammals\Macaca_fascicularis\XC964166_Macaca_fascicularis.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC964166_Macaca_fascicularis.mp3,open_set_unknown_query
962101,TN_Gunung_Leuser,Taman Nasional Gunung Leuser (Kawasan Sekitar),Sumatera,Land_Mammals,Symphalangus,syndactylus,Symphalangus syndactylus,Siamang,A,3:45,"Silahi Sabungan, Kabupaten Dairi, Sumatera Utara",2.7848,98.5144,Ding Li Yong,https://xeno-canto.org/962101,https://xeno-canto.org/962101/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Gunung_Leuser\Land_Mammals\Symphalangus_syndactylus\XC962101_Symphalangus_syndactylus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC962101_Symphalangus_syndactylus.mp3,open_set_unknown_query
961309,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Land_Mammals,Presbytis,siamensis,Presbytis siamensis,Pale-thighed Langur,A,0:58,"Gunung Kijang trail, Bintan Regency, Riau Islands",1.1457,104.5666,Ding Li Yong,https://xeno-canto.org/961309,https://xeno-canto.org/961309/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Land_Mammals\Presbytis_siamensis\XC961309_Presbytis_siamensis.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC961309_Presbytis_siamensis.mp3,open_set_unknown_query
980406,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Land_Mammals,Symphalangus,syndactylus,Symphalangus syndactylus,Siamang,B,7:11,"Gunung Talakmau, Kabupaten Pasaman Barat, Sumatera Barat",0.0908,99.9593,Matthew L. Brady,https://xeno-canto.org/980406,https://xeno-canto.org/980406/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Land_Mammals\Symphalangus_syndactylus\XC980406_Symphalangus_syndactylus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC980406_Symphalangus_syndactylus.mp3,open_set_unknown_query
980405,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Land_Mammals,Symphalangus,syndactylus,Symphalangus syndactylus,Siamang,B,4:37,"Gunung Talakmau, Kabupaten Pasaman Barat, Sumatera Barat",0.0908,99.9593,Matthew L. Brady,https://xeno-canto.org/980405,https://xeno-canto.org/980405/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Land_Mammals\Symphalangus_syndactylus\XC980405_Symphalangus_syndactylus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC980405_Symphalangus_syndactylus.mp3,open_set_unknown_query
980404,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Land_Mammals,Muntiacus,muntjak,Muntiacus muntjak,Southern Red Muntjac,B,1:23,"Gunung Talakmau, Kabupaten Pasaman Barat, Sumatera Barat",0.0908,99.9593,Matthew L. Brady,https://xeno-canto.org/980404,https://xeno-canto.org/980404/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Land_Mammals\Muntiacus_muntjak\XC980404_Muntiacus_muntjak.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC980404_Muntiacus_muntjak.mp3,open_set_unknown_query
961055,TN_Gunung_Leuser,Taman Nasional Gunung Leuser (Kawasan Sekitar),Sumatera,Land_Mammals,Symphalangus,syndactylus,Symphalangus syndactylus,Siamang,B,2:15,"Silahi Sabungan, Kabupaten Dairi, Sumatera Utara",2.7848,98.5144,Ding Li Yong,https://xeno-canto.org/961055,https://xeno-canto.org/961055/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Gunung_Leuser\Land_Mammals\Symphalangus_syndactylus\XC961055_Symphalangus_syndactylus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC961055_Symphalangus_syndactylus.mp3,open_set_unknown_query
1075240,TN_Tesso_Nilo,Taman Nasional Tesso Nilo,Sumatera,Frogs,Hylarana,rawa,Hylarana rawa,,A,0:31,Kampar Peninsula,0.3316,102.7212,Desita Dyah D A Kusumaningrum,https://xeno-canto.org/1075240,https://xeno-canto.org/1075240/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Tesso_Nilo\Frogs\Hylarana_rawa\XC1075240_Hylarana_rawa.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Frogs\UNKNOWN_XC1075240_Hylarana_rawa.mp3,open_set_unknown_query
943623,TN_Way_Kambas,Taman Nasional Way Kambas (Kawasan Sekitar),Sumatera,Frogs,Mystery,mystery,Mystery mystery,Identity unknown,D,0:01,"Hutan, East Lampung Regency, Lampung",-5.0434,105.731,Remco Hofland,https://xeno-canto.org/943623,https://xeno-canto.org/943623/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Way_Kambas\Frogs\Mystery_mystery\XC943623_Mystery_mystery.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Frogs\UNKNOWN_XC943623_Mystery_mystery.mp3,open_set_unknown_query
